sentence,sense_labels,dim1,dim2
"Like von Pasenow in the first part, Esch feels insecure in the world of decaying old values (here the values of business and middle-class life) and tries to find a guilty party to blame.
",2,-1.0324873,-1.1829498
"A representative from the Health and Safety Executive said that inadequate procedures were to blame for the fact that nothing had been done to alert staff or passengers that the ride would be dangerous to use.
",2,-0.57538575,-3.1205764
"When he learnt that the man he stole from, died of a heart attack, Prabhu started to blame himself and became depressed.
",2,-0.441649,-1.0586623
"Syria continued to blame security issues; U.S. officials disagreed and accused the government of deliberately causing or prolonging the delay.
",2,0.37128177,-1.3281332
"The Londoners all debate whom to blame until the Alchemist arrives.
",2,0.2514554,-1.5998417
"Many anti-corporate observers would blame the avarice of those at the top of many multi-national corporations, such as the Union Carbide Corporation in Bhopal, for seemingly isolated industrial accidents.
",2,0.006913218,-4.393204
"Often social engagements are to blame.
",2,-0.18881027,-0.5834805
"The Berlin Police indirectly blame Tintin for the bombing but he escapes to the border of the Soviet Union.
",2,0.2869783,-1.9299186
"Many fans blame the scheme for diminishing Millwall's away support, such as at Leeds United where fans are issued with vouchers which are then exchanged for tickets at a designated point of West Yorkshire Police's choosing on the day of the game.
",2,1.4823666,-3.2049544
"Written by Bob Bendetson and directed by Steven Dean Moore, ""Blame It on Lisa"" features several references to popular culture, including a parody of the Brazilian children's television host Xuxa and an allusion to the film ""A Trip to the Moon"".
",0,10.104866,0.8071933
"In November, they released the ""I'll Take the Blame"" EP, which featured ""Back in Your Head"", a remix of that song, and two new songs, released on CD and as a digital download.
",0,8.170978,2.8231196
"The Poitras Commission posited that Operation Carcajou was characterized by dysfunctional relationships, clashing egos, and bureaucratic in-fighting with the ""Service de police de la Ville de Montréal"" only interested in making a power grab, and the RCMP and ""Sûreté du Québec,"" only interested in ensuring that the blame for the continuing biker war fell on the other service.
",1,-2.5549855,2.2649212
"Local response was swift to place blame on Ontario minister of Culture, Aileen Carroll at the time for not working hard enough to protect the building from demolition.
",1,-1.5262643,1.6531942
"He also tells Kate he doesn't blame her for Juliet's death.
",2,0.09438747,-3.4069366
"""I Don't Blame You"" was the last song written for ""You Are Free"".
",0,9.771908,2.0526874
"In their 1997 book, ""Misplaced Blame"", Alan Durning and Christopher Crowther of Northwest Environment Watch write that illegal immigration gets too much attention, and identify five main sources of population growth, including lack of access to family planning as well as a misguided legal immigration policy, and subsidies to domestic migration.
",0,8.336785,1.2984997
"A court martial held on board HMS ""Salvador del Mundo"" in the Hamoaze acquitted Honeyman and his crew of all blame.
",1,-1.17094,1.1671671
"No blame was ever attached to Torrens-Spence, but he was forever saddened by the incident.
",1,-1.2659959,1.8506824
"The legal system ""must bear a major share of the blame for providing employers with the opportunity and the incentives"" to commit ULPs.
",1,-1.7403588,1.5529618
"Hanaiali'i and her brother Eric Gilliom performed during the awards ceremony, providing a ""mock opera lead-in"" for Jamie Foxx on the song ""Blame It"".
",0,10.251828,1.4590652
"Tetragrammaton's financial problems were partially to blame, for promotion was lackluster, but the lack of a hit single to be aired on FM radio or a tour in support of the album were also important factors.
",2,0.3131812,-1.7982405
"Taken together with the overall societal corruption and increased violence during the Mexican Drug War, González Rodríguez assigns blame for the massacre jointly to the governments of Mexico and the United States, on account of internal corruption and ongoing CIA operations within Mexico, respectively.
",1,-1.8069792,1.2024359
"Hound, however, did not blame him, quipping that he was only sorry he missed.
",2,0.23825356,-2.1842265
"Everytime her plans fail or do not go the way she planned, she panics and often finds it easier to blame it on anyone else, particularly one of her minions she hated the most, Chanel #5.
",2,0.43383625,-1.9397995
"In ""iPilot"", Carly takes the blame for one of Sam's pranks and has to oversee people who want to be in the school's talent show as her punishment.
",1,-2.0541542,1.9915283
"Diego becomes a very close friend of Martina Mansur, a woman who lost her small son two years earlier and believes that, somehow or other, Mauricio is to blame for the death.
",2,-0.38658923,-2.3071854
"In Massachusetts he was to blame for much of the temper and spirit which he displayed, when ""by a more moderate carriage he might have mitigated the bitterness of the strife ..."" However, Bell found him to be neither intractable nor unforgiving, and called him notably energetic, industrious and courageous.
",2,-0.7211911,-2.0761132
"At first, neither Gerald nor Prudence is willing to grant the other a divorce, but Prudence offers to take the blame after becoming pregnant, as long as Gerald will spare Huart's reputation.
",1,-1.9743462,2.8010273
"Widely blamed for the traffic snarl that ensued when the Sherman Minton Bridge was closed in September 2011, their spokesman Lee Cory denied any culpability on River Fields part, but continued to insist that only a new downtown bridge is needed, and that blame should go to those who want an East End Bridge first.
",1,-1.5386788,1.9419867
"Opening credits: ""Blame It On the Boogie"" by The Jacksons.
",0,9.851717,2.0315835
"The pilots were assigned the majority of the blame, which included accusations of attempting maneuvers with which they were not experienced.
",1,-1.6206967,1.7008222
"David Denny, who later joined the band in 1976, is a guest guitarist (again, not credited) on ""Blues Without Blame"".
",0,8.493937,2.6214328
"A local Danville commission found African Americans at fault for the violence on November 3, but a US Senate investigation decided that white residents were to blame.
",2,-0.8028522,-2.5912952
"Some explanations assign partial blame to the perception of Jewish people as unsociable.
",1,-1.062647,0.9728771
"The Polish philosopher Władysław Tatarkiewicz (1886–1980) has written: ""To demand of someone that he strive after perfection seems equally inappropriate as to blame him for not striving after it.""
",2,0.18387267,-3.5432863
"To me it seems unworthy to try to unload the blame and errors of royalty on the people.
",1,-1.2938795,1.6928867
"She gives support to a young girl, Lizzie, who has been gang raped by local youths; a crime compounded by the neurotically tolerant attitude adopted by the town's citizens, including the police sergeant and even her father, who blame the girl for the boys' behaviour.
",2,0.927982,-4.0604672
"A diagnosis of mental 'illness' implies that a person is in no way responsible for the abnormality of functioning and as such is not to blame.
",2,-1.1008627,-2.0037265
"People post on our Facebook page, 'Please don't write another Blame It on the Boom Boom.'
",0,7.7450643,2.3146634
"Uniquely at the time, the harbourmaster instituted the principle of cleaning up first and allocating the blame (and the responsibility of paying for it) later.
",1,-1.1381371,2.5637352
"A common view held by non-muslim Manipuris is that the Pangals give asylum to the Rohingyas and place blame on them for the imagined offense.
",1,-1.3517255,1.7295351
"Liang, who is sitting in the back seat, tells him that she doesn't blame him, but no longer wants to linger behind him waiting for him to turn around.
",2,-0.098360844,-1.0177579
"Manager Lee Sinnott refused to blame Martin for the heavy defeat.
",2,0.2639288,-2.5695872
"She explained that Kat's past was to blame for her reluctance to be with Nate.
",2,-0.34554365,-3.0264032
"I place the blame for a lot of what you're seeing in America today right at the doorstep of the White House and the people around the president.""
",1,-2.4579182,1.7410399
"The crime is done in such a way that, should the remains be discovered, the impoverished hero will get the blame, though innocent.
",1,-2.3069372,2.4368107
"As reported in a May 23, 2006 story in The Courier-Journal, ""Investigator thinks methane to blame for Darby mine explosion,"" by Deborah Yetter and Tom Loftus, at a news conference in Holmes Mill, Kentucky on May 22, 2006, Chuck Wolfe, spokesman for Kentucky's ""Environmental and Public Protection Cabinet"" announced that investigators entered the mine for the first time since the explosion on May 22.
",2,-1.2075143,-0.97144127
"In particular, when the citizen acts in what is essentially a legislative capacity by facilitating the enactment of a constitutional amendment, he cannot blame others when he signs a petition without knowing what it says.
",2,-1.306532,-2.1983144
"Julie gathers her things from her cabin and discovers that Drew's father was Bill Anderson, the counselor that Nelson killed for revenge, and concludes that Drew is the killer after she told Julie that seeks out others to blame for her father's death.
",2,0.13755848,-2.5034628
"Manson later dismissed claims that his work inspired the murder, arguing instead that ""the education that parents give their children and the influences they receive"" plays a more direct role in violent behavior, and criticised media who attempted to "" the blame elsewhere.""
",1,-1.9810809,2.0856209
"Some of the artists who rose to fame under Good Looking in this period include Blame, Seba, Big Bud, Blu Mar Ten, DJ Dream (Aslan Davis), Future Engineers, Tayla, Aquarius (an alias of Photek), Peshay, Source Direct and Artemis.
",0,7.316464,1.673045
"The blame was put squarely on the first mate, who had left his post at the bridge at the critical time to chat in the galley with other crew members, and therefore had failed in his job of operating the ship's warning lights.
",1,-2.402548,2.0512967
"In assessing the battle and its aftermath, historians have laid the blame and credit for its outcome not only on Mortier and Gazan: ""Napoleon, aware of Mortier's danger and his own culpability for it, vented his frustration on Murat, whom he unjustly accused of abandoning Mortier for the empty glory of riding through Vienna.""
",1,-1.4681617,0.74194884
"It said that negative politicization by the Democratic Party may be to blame.
",2,-0.2152566,-1.5183284
"Akin Odebunmi in ""Motivated Proverbs In Ola Rotimi's ""The Gods Are Not To Blame"""" uses myths and dances established in Yoruban culture that helps serve as the basis of the play.
",0,9.638106,1.8331978
"The remaining administrators decide to put the station in a decaying orbit, and blame its demise on Korolev, the strike's leader.
",2,0.0316984,-3.4433715
"Then the new grief counselor ends up killing himself, the Scoobies suspect that there is something supernatural to blame.
",2,-0.6488399,-0.57578766
"Kenney, in response to the new CP report, backtracked on his earlier blame of CIC bureaucrats, claiming in House of Commons that ""at every citizenship ceremony Canadians are invited to reaffirm, including public servants"", and that the Sun News incident ""was perfectly normal and legitimate"".
",1,-1.6057898,1.0932679
"A person who is angry tends to place more blame on another person for their misery.
",1,-1.9164789,1.3482482
"Critics blame a recent increase of fatalities (five deaths from 2013 to 2018) in part on increased competition around timed ascents, social media fame, and ""competing for deals with equipment manufacturers or advertisers"".
",2,1.4777855,-3.6360192
"She gives him leave to go into the desert and talk to the rocks and trees about his pain and blame everything on her.
",2,0.72787595,-1.7871876
"It then retreated in order to avoid being placed under blame.
",1,-0.08503077,1.6973958
"Jackson placed blame for the Yazoo land fraud on his political enemies, including James Gunn and the Federalists.
",1,-1.4333017,1.467493
"Linda says Stuart made his own decisions and now wants someone to blame because he has nobody in his life.
",2,-0.25808612,-1.8993591
"Who can blame them?
",2,0.051477473,-3.084638
"Adriaensen, realizing that Kieft intended to shift public blame to him, went to Kieft armed with a loaded pistol and cutlass and demanded ""What devilish lies are these you've been telling about me?"".
",1,-0.53729427,2.342475
"However, when Mac informs them of Rachel's death, Holly tries to prevent Cleo from taking the blame, but Cleo refuses to however the truth was revealed during Pete Buchanan's (Kai Owen) sexual abuse trial.
",1,-1.9732277,2.59631
"Chef Wan said, ""It's not because the cooks are not good, and neither are the staff to blame.
",-1,-1.6654856,-1.6742114
"However, an official inquiry into the telephone tapping cleared Haughey of any wrongdoing and put more blame on Martin O'Donoghue than the other TDs involved.
",1,-2.4909687,1.9230171
"""It cannot be, that 155 people die and nobody is to blame,"" is a common refrain.
",2,-0.73163974,-1.120207
"""This Is Home"" was originally titled ""Scars to Blame"", but changed considerably when Hoppus took the chorus and bridge and combined it with new lyrics written by DeLonge, morphing it into what he described as ""an anthem for youthful abandon"".
",0,9.65207,1.8520365
"Though he claims innocence in public, in private he places blame on the presumably deceased André.
",1,-1.6020988,2.2906196
"They meet Leah Buckley (Molly McGlynn) and confront her, however, she denies being the troll, but her stepmother is to blame and will get her to stop.
",2,-0.47098508,-0.9638386
"He accomplished this by opening a studio in downtown Terre Haute called ""Blame Records"" where he recorded other artists to help pay for manufacturing and promoting his first solo album.
",0,8.33175,2.487993
"Jenkins has pointed out that, as Churchill was a reluctant convert to gold, it is unfair to blame him entirely for the consequences, but it was in the end his decision to implement the measure and he was the one person who could have refused to do so.
",2,0.61912495,-4.442855
"Resentful workers laid the blame for recent layoffs on Japanese competition.
",1,-2.9897027,1.3169327
"Hamdun was an extremist that was non-compromising in his striving to ""incur blame on oneself"".
",1,-1.3585665,1.3272225
"In one of the rooms, Dimitri attempts to comfort her and tells her not to blame herself.
",2,-0.39352205,-2.6368427
"When the other villagers arrives, the Count takes the blame for the shooting, claiming it was an accident on his part.
",1,-2.4728355,2.0059104
"He has her exiled from his land because he is afraid for his daughter who is not to blame for Jason's fickle heart.
",2,-0.68502533,-1.8737321
"The 2013 Schwabenhass controversy in Berlin, which placed blame for gentrification in Prenzlauer Berg on well-to-do Swabians from southwest Germany, saw the widespread use of inter-German ethnic slurs which would have been deemed unacceptable if used against foreigners.
",1,-1.445976,1.7877128
"On October 3, 1980, Ford cast blame on Carter for the latter's charges of ineffectiveness on the part of the Federal Reserve Board due to his appointing of most of its members: ""President Carter, when the going gets tough, will do anything to save his own political skin.
",1,-1.5119107,1.2246741
"Kenshin takes the blame for the incident and gets himself arrested in order to help avoid Kaoru's dojo being blamed for the violence.
",1,-2.176382,2.081048
"Among other television placements, their songs ""People Change"" and ""Love's To Blame"" have been featured The CW's ""Vampire Diaries"", and ""Light It Up"" and ""Sane"" have been featured on the Lifetime show ""Drop Dead Diva"".
",0,10.324478,2.6413324
"This discussion mentions Operation Northwoods, a plan put forward during the Cuban Missile Crisis in 1962 to launch false flag terrorist attacks against the United States and blame them on Cuba as a pretext to invade that country.
",2,0.26646158,-2.1669405
"Pipes wrote in 2007, ""It's a mistake to blame Islam, a religion 14 centuries old, for the evil that should be ascribed to militant Islam, a totalitarian ideology less than a century old.
",2,0.1853035,-4.1803346
"In April, Rebecca served Jerry with divorce papers, causing Jerry to visit her flat and blame Martin for his divorce.
",2,1.1312903,-2.6506577
"A British army officer, Captain James Wingate, is left disgraced when he takes the blame for his cousin Henry's misappropriation of the regiment's charitable fund.
",1,-2.5588937,1.5754272
"She attempts to take the blame for Inga's death, but Apollo disproves her.
",1,-2.2386281,2.1693463
"In response to an open letter, Gary Machado, Executive Director of European Emergency Number Association assigned blame for the situation on Neelie Kroes, who at the time of the incident had not enacted European-level regulation requiring provision of GPS co-ordinates in emergencies.
",1,-1.881534,1.6085037
"In 1963, she reached the Top Ten in the U.S. with ""Blame It on the Bossa Nova"".
",0,9.79848,1.3508809
"Still, Expo would get most of the blame for directing visitors to these establishments.
",1,-2.3391783,1.7034713
"It is important to underline the distinction between internal and external moral blame or praise.
",1,-0.5412309,1.4342507
"Gary soon learns that David is to blame for Anna's predicament when Bethany's mother, Sarah (Tina O'Brien), privately tells him the truth about the incident.
",2,-0.37000003,-2.4585862
"Other sources blame Kỳ.
",2,0.22060652,-2.0176535
"Carttar began by bemoaning the media coverage of the event, which suggested strongly that ""Bywell Castle"" had been in error and should take the blame.
",1,-1.9696897,1.9575565
"Marie is ambivalent about their secret: On one hand she never misses an opportunity to blame her husband for bringing in the Jew, but on the other she is merciful and sympathetic towards the poor kid locked in the closet day and night.
",2,0.52189296,-3.225145
"His sexuality is often the target of ridicule, exhibited by the opening vignette ""Blame It On Chachi"" in which the homophobic epithet ""faggot"" is hurled at Edgar from an unspecified narrator.
",0,10.128683,1.3731298
"Chanakya had this girl assassinate Parvata instead, with the blame going to Rakshasa.
",1,-1.8613095,2.771509
"Civil Aeronautics Board investigators blame pilot error, but the airline’s Director of Flight Operations, himself a pilot, refuses to accept that conclusion and demands that the inquiry probe deeper into all the circumstances that contributed to the disaster.
",2,0.20293096,-1.6987944
"Kapila takes to blame and goes to prison.
",1,-0.65325946,2.1739666
"It is apparent that Annie has died, and that her death is a taboo subject between Darwin and Emma, as both feel intense blame for her death.
",1,-1.3154892,0.62125665
"The situations take a U-turn and all the blame comes on Prakashan which makes him lose his close friends.
",1,-1.3009157,1.8487467
"He also categorizes rhetoric into three genres: epideictic (ceremonial speeches dealing with praise or blame), forensic (judicial speeches over guilt or innocence), and deliberative (speeches calling on an audience to make a decision on an issue).
",1,-1.0546228,2.1627817
"Prior minority governments during the 1990s had presided over rising unemployment and state debt, negative growth and falling business investment, with pro-environmental, anti-business legislation forced upon by the Tasmanian Greens considered partly to blame.
",2,-0.86211133,-1.7028224
"When authorities blame Hyun-soo, he lashes out.
",2,0.5058589,-0.8373439
"Tung did blame Leung for failing to tell him when or after he bought the new car, but added that ""hether or not he made a declaration at the Exco meeting was relatively unimportant.""
",2,0.97846144,-2.8502033
"After the Exodus, he encourages the Israelites to blame Moses when the Egyptians come after them at the Red Sea, and he leads the Israelites in their worship of the golden calf.
",2,-0.5075588,-1.3629544
"""Q"" described the album as a disappointment, writing of Wilde's ""character-free voice"" and the ""EEC approved variants of what once might have been considered a lightly soulful persuasion"" found on ""Time"" and ""Who's to Blame"".
",0,10.4138975,1.6706307
"Was the navy to blame, in other words?
",2,-0.9477094,-1.8972051
"The Centre for Promoting Alternatives to Violence describes abusers as being obsessively jealous and possessive, overly confident, having mood swings or a history of violence or temper, seeking to isolate their partner from family, friends and colleagues, and having a tendency to blame external stressors.
",2,0.19204715,-0.8837985
"The scientist was deeply convinced that in many crimes the environment that influenced the formation of his personality is to blame.
",2,-0.7728106,-1.2444111
"Asquith immediately sent the letter to Haig, who rejected most of Wedgewood's findings laying the blame on the ineffectual fighting quality and lack of courage of the Territorial troops and on Stuart-Wortley, their commander.
",1,-2.967051,1.2500341
"Knowles deserved his share blame because he had never got over ""Citizen Kane"" and still thought that it was a shortcut to success if one had the actors play immensely long sequences without any intercutting or covering shots.
",1,-0.7275869,2.108546
"The ""Los Angeles Times"" called the film ""senseless and self-indulgent"" adding ""one hesitates to blame the writers -- since so many of the scenes have an improvised air -- but something has gone limp with the comic construction of this movie.
",2,-0.3777304,-3.3850935
"Wendy Nelson Espeland, in ""The Struggle for Water"", argues that the Bureau carries much of the blame (or credit) for ""radicalizing"" Brower.
",1,-1.6639613,0.98956126
"Political scientists Doss and Roberts say that ""The term movement conservatives refers to those people who argue that big government constitutes the most serious problem... Movement conservatives blame the growth of the administrative state for destroying individual initiative.""
",-1,1.6178197,-4.9311285
"Journalist John Pilger in a column published in the ""New Statesman"" on 25 July 2005, ascribed blame to Blair, whose decision to support the invasion of Iraq, and the overthrow of the Saddam Hussein regime, generated the rage that he claimed precipitated those bombings.
",1,-1.2943426,1.6931416
"When the police question him, Jon lets Deirdre take the blame.
",1,-1.9538375,2.5153403
"In Episode One of Series Four after more than a year as manager it was revealed that Jack had left the hotel and was replaced by Juliet; Tony hinted that Jack had taken the blame for the imminent closure of Hotel Babylon and was sacked by the directors of the hotel.
",1,-2.4005828,2.0475833
"Tacitus is the only surviving source which does not blame Nero for starting the fire; he says he is ""unsure"".
",2,0.48085734,-4.0784683
"Viewership was up slightly from ""Blame It on the Alcohol"" the previous week, which had totaled 2.53 million viewers.
",0,9.443129,1.0946109
"The Ministry of Foreign Affairs has worked together with the State Prosecutor to clarify any issues to absolve itself of blame.
",1,-1.3477957,1.3294592
"the author leaves all the blame to the woman that he desires and does not wish her well.
",1,-1.647038,2.17106
"Other sections of the Romanian public opinion were less adamant that Cătărău and Kiriloff were the guilty parties, placing the blame directly on the Russian Empire (accused of wanting to encourage a conflict between Romanians and Hungarians) or, contrarily, on Transylvanian Rusyns incited by Bobrinsky.
",1,-2.3333166,1.3882009
"When the police interrogate him, he smartly puts the blame on one of his workers named Manickam Pillai (T. S. Balaiah).
",1,-2.60556,2.3735428
"In an interview he goes into detail regarding this issue, concluding that among other things creative compromises were to blame for the dip in quality.
",2,-0.8271792,-2.6923277
"The loss of the 1948 war in Palestine led to the Free Officers' blame of the King, and their promotion of that feeling among the Egyptian people.
",1,-0.7488818,1.4367706
"Even if Athanasius and his companions were somewhat to blame, the letter runs, the Alexandrian Church should first have written to the pope.
",2,-0.46685538,-0.9950079
"His father instructed him in his bedroom that King shouldn't blame himself for her death, and that she had been called home to God as part of God's plan which could not be changed.
",2,-0.21342158,-3.6091344
"Maradona did not blame the altitude for Argentina's defeat, giving credit to the Bolivian players ""from the goalkeeper to the last substitute"".
",2,-0.007968273,-2.8889248
"In summer 2012, Blame Sally toured Germany for the second time, also visiting neighboring countries such as Italy and Switzerland with support from their record label Ninth Street Opus.
",0,6.9054546,2.167601
"However, through his career, he has explored different musical styles, including; a club party song ""Raat Bhar"", an electronic ""Blame The Night"", a Punjabi Folk ""Samjhawan"", a Sufi or Qawwali song ""Mast Magan"" and a ghazal titled ""Gulon Mein Rang Bhare"".
",0,9.771324,2.7883122
"Taft attributed blame for the recent recession, the Panic of 1907, to stock speculation and other abuses, and felt some reform of the currency (the U.S. was on the gold standard) was needed to allow flexibility in the government's response to poor economic times.
",1,-1.0425335,1.4892857
"Some of her songs included ""Put the Blame on Mame"", ""I Wish You Love"", and ""Autumn Leaves.""
",0,8.7599745,2.947465
"Throughout the case, each brother tried to put the blame on the other, although it was soon determined that the older brother was the more dominant of the two.
",1,-2.2144065,2.0387466
"Both men were expelled after Bogey put all the blame on Hawk for the incident during an inquest.
",1,-2.2101605,2.355913
"A coroner's jury decided that the reckless driving of Lovell was to blame for the accident.
",2,-0.734156,-2.6364307
"In spite of this, Franklin refused to blame Akaitcho, who had shown him much kindness during the rescue and because of the ongoing dispute between the fur companies, had not received the payment he had been promised.
",2,0.08521196,-1.8438041
"After the massacre, Croat leaders, supported by propaganda efforts, tried to deny the massacre or to blame other sides in the Bosnian War.
",2,-0.021726836,-1.9253014
"It spread the blame of the partition of the Republic of Czechoslovakia, made Poland a participant in the process and confused political expectations.
",1,-1.2752565,2.146894
"His death sparked a major reaction, with the media, the Labor Party, and the family law and mental health systems all coming in for some blame in the ensuing days.
",1,-1.3851058,1.1116902
"Ellet responded in a letter, retracted her statements, and put the blame on Poe and his wife, Virginia.
",1,-2.2466142,1.8412938
"The medieval world-view was unable to interpret these changes in terms of socio-economic development, and it became common to blame degrading morals instead.
",2,0.04422506,-2.548671
"Along with Blame and Zenyatta, the field included 2010 Preakness Stakes winner Lookin At Lucky, Preakness runner-up First Dude, Haynesfield and Quality Road.
",0,6.7171974,2.594117
"When it was first exposed, Sanlu refused to take the blame and passed the buck to innocent dairy farmers, which ignited great anger nationwide.
",1,-1.523838,2.746168
"Note: Copacabana beach in Rio de Janeiro is not a nude beach, despite its depiction as such in the 1984 motion picture ""Blame It on Rio"".
",0,9.7225685,1.4554658
"""Blame Game"" uses the composition ""Avril 14th"" by Aphex Twin (Richard D James).
",0,7.9330325,2.2827346
"Drozdov has maintained that he does not blame Brown for his injuries and he believes that the incident was an accident.
",2,0.23031834,-3.9050572
"He faltered at the 2004 Ryder Cup with a record, but refused to blame the sudden change in equipment or his practice methods for his performance.
",2,0.5693895,-3.3590057
"Granatstein writes that the study and teaching of Canadian history has gradually degraded since the 1960s, and that this degradation is due to several factors, including ""parochial regionalism"", multiculturalism, ""anti-élitist"" methods of education and ""victimization and blame seeking"" in analysis of the past by both academics and the media.
",1,-0.6530596,1.0218227
"Then, Belle ""realises that she is to blame and she feels really guilty"".
",2,-0.51535106,-0.5459955
"Cisco has every reason to blame Cassie for his son's death and to become her greatest enemy.
",2,0.36762658,-2.601394
"""Here and Now""'s first single was an updated take on the Howard Jones classic ""No One Is to Blame"", with a guest appearance by Jones himself on vocals and piano.
",0,9.9167185,1.9108294
"Trains equipped with diesel engine that run through South-Link Line, the only single-track and non-electrified railway in Taiwan, were to blame.
",2,-0.22278044,-1.0931088
"He defended himself by claiming that he was not to blame, but rather the defeat was due to the poor state of the Spanish army, intrigue in the Spanish Court, and the lack of funds to protract a war against Portugal.
",2,-0.70987463,-1.4693301
"When Tigh objects, Adama states that he can't blame Tigh for being what he is, especially when that includes being the best friend and XO he's ever had.
",2,0.5916102,-3.143305
"A distraught and anguished Leonora reproaches Enrico for forcing her to such an extreme: it is he, she insists, who is ultimately to blame, although both of them must be punished by Heaven’s vengeance.
",2,-0.6240376,-1.3821632
"Diana finds most of the men she is involved with disposable, killing one of them so she can blame him for misinforming the Leader and repeatedly reminding Lt. James she can find any other man to alleviate her boredom if he doesn't do as she commands.
",2,0.44095725,-2.9103816
"Clarkson and May initially attempt to blame the entire debacle on Hammond, but eventually, after Clarkson talking to him privately, Redgrave's mood lightens.
",2,0.25021973,-2.569156
"Third-world: A number of intellectuals in developing countries have argued that the idea of social capital, particularly when connected to certain ideas about civil society, is deeply implicated in contemporary modes of donor and NGO-driven imperialism and that it functions, primarily, to blame the poor for their condition.
",2,0.649792,-2.3716774
"When Michele is released and kills the man, she chooses to take the blame for the crime.
",1,-1.9764355,1.9477851
"After a ten-man expeditionary team is consumed from inside a forcefield, the ship's computer suggests, unconvincingly, that ""invisible"" birds are to blame.
",2,-1.0104657,-1.2316056
"The willingness of maintaining one's reputation may be a key factor explaining the relationship between accountability and blame avoidance.
",1,-0.64087486,1.2805704
"People have a tendency to blame everything on God.""
",2,0.32505232,-2.9558535
"Historians lay much of the blame at the feet of the British command, in particular Major-General Sir George Pomeroy Colley, although poor intelligence and bad communications also contributed to their losses.
",1,-1.6191336,1.5532868
"France had lost another battle; the incompetence of its military commanders and their lack of initiative mainly to blame.
",2,-0.6564987,-1.3133353
"This may be a conscious or subconscious action on behalf of the individual(s) labeling a Black woman as angry in order to shift blame or responsibility.
",1,-0.79355556,1.5624852
"In 2017, after claims that upstream states had not been complying with the Murray-Darling Basin Plan, South Australian Premier Jay Weatherill requested that the Federal Government undertake a judicial enquiry or Royal Commission to determine who was to blame for ""water theft"" and whether upstream states had been complicit.
",2,-0.5145225,-3.334875
"Suzuki had never before disclosed this information or discussed any internal company affairs and his testimony exposed the fact that the major studios assigned films to directors at random, improperly publicized them and expected directors to carry any blame.
",1,-1.4818931,1.7511716
"It was used by the Indonesian military to blame the PKI (and, in some cases, foreign minister Subandrio) for attempting to create a puppet government that would eventually give way to PKI control.
",2,0.51197267,-2.6304822
"Vera testifies that her father was not to blame for what happened to Sergei.
",2,-0.56419116,-2.3091407
"She has written three books: ""Useful Idiots: How Liberals Got it Wrong in the Cold War and Still Blame America First"" (2003), ""Do-Gooders: How Liberals Hurt Those They Claim to Help (and the Rest of Us)"" (2005), both ""New York Times"" bestsellers, and ""Sex Matters: How Modern Feminism Lost Touch with Science, Love, and Common Sense"" (2018).
",0,9.855276,-0.08499213
"The traditional techniques of irrigation are also to blame for the water crisis as they result in a majority of water loss and evaporation during the irrigation process.
",2,-0.8771612,-2.1609774
"Kieran was arrested for the murder during his and Sophie's wedding but Sean took the blame and Kieran and Sophie got married.
",1,-1.5494927,1.8666254
"From there everybody begins to blame Gabie because she switched nights with Kayla so that she worked Wednesday.
",2,-0.22474438,-2.8830903
"To date, the university has not exonerated (the memory of) Vollenhoven of blame and its treatment of him.
",1,-1.0023903,1.6270479
"In 1964, young French singer France Gall released the hit song ""Sacré Charlemagne"" in which the lyrics blame the great king for imposing the burden of compulsory education on French children.
",2,0.7256326,-3.7147596
"In the second leg of the UEFA Cup Round of 32 against the French side Marseille which they drew 0–0 in the first leg, Ben Haim was the blame when he scored an own goal in the 69th minutes which turns out to be a winner for Marseille as the result was 2–1 on 23 February 2006.
",1,-1.5081434,1.71377
"Breach takes Quarry to Van Kleiss, and he can take the blame for her ""failure.""
",1,-2.2865863,1.9473577
"Seetha takes the blame on herself in order to save Raghu.
",1,-2.0673356,2.7437372
"The review's report was released on December 4, 2003 and attributed to blame for the project to management problems.
",1,-1.2559552,1.7753508
"There was widespread discontent against Nanda, who was believed to be sympathetic to the rioters, forcing him to resign; Prime Minister Indira Gandhi acquitted him of all blame before the Parliament and temporarily held the portfolio herself before choosing Yashwantrao Chavan as a replacement.
",1,-1.3755194,2.0400069
"The natives blame him for their current state, for their belief is that his actions angered the gods and led to the destablisation of Ma'at.
",2,0.58757436,-2.9973948
"Palestinians blame an Israeli artillery shelling of nearby locations in the northern Gaza Strip for the deaths, while an Israeli military inquiry cleared itself from the charges.
",2,0.7073929,-1.271427
"Some fans blame the policy for the eventual end of ""RPM 2Night"" in 2002, but no one ever substantially proved this.
",2,0.89889187,-3.5058446
"According to Dr James Sadkovich and others, Rommel often displayed a distinct tendency to blame and scapegoat his Italian allies to cover up his own mistakes and deficiencies as a commander in the field.
",2,-0.0016793661,-2.0295844
"Activists blame this on growing urban populations and industrial growth.
",2,1.150957,-2.9199283
"In some cases, the dominant parent will abuse or neglect their children and the other parent will not object, misleading a child to assume blame.
",1,-1.1082014,1.1138077
"The songs ""blame game"" and ""Earthquake"" were co-written with longtime drummer Don Blum.
",-1,1.0406332,2.0673223
"His parents don't approve of Cheyenne and blame her for getting pregnant, and although he attempts to make up with his parents a few times, often at the urge of Reba or Cheyenne, it never works out.
",2,0.7338056,-3.2022045
"Competition from overseas factories is largely to blame for the loss of the industry.
",2,-0.4627119,-2.5894094
